tick,timestamp,actual_d_yaw,pred_d_yaw,actual_d_pitch,pred_d_pitch,actual_jump,actual_sneak,actual_attack,actual_place,pred_jump_prob,pred_sneak_prob,pred_attack_prob,pred_place_prob,actual_place_block_type,pred_place_block_type_top1
0,2026-08-04T18:31:49.786Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
1,2026-08-04T18:31:49.800Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
2,2026-08-04T18:31:49.804Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
3,2026-08-04T18:31:49.809Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
4,2026-08-04T18:31:49.813Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
5,2026-08-04T18:31:49.880Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
6,2026-08-04T18:31:49.883Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
7,2026-08-04T18:31:49.886Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
8,2026-08-04T18:31:49.920Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
9,2026-08-04T18:31:49.989Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
10,2026-08-04T18:31:50.021Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
11,2026-08-04T18:31:50.083Z,-0.18838501,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
12,2026-08-04T18:31:50.156Z,-3.7677917,nan,1.9780908,nan,0,0,0,0,nan,nan,nan,nan,,
13,2026-08-04T18:31:50.196Z,-0.47097778,nan,0.18838954,nan,0,0,0,0,nan,nan,nan,nan,,
14,2026-08-04T18:31:50.251Z,-3.3910217,nan,0.28258443,nan,0,0,0,0,nan,nan,nan,nan,,
15,2026-08-04T18:31:50.281Z,-3.5794067,nan,-0.6593636,nan,0,0,0,0,nan,nan,nan,nan,,
16,2026-08-04T18:31:50.330Z,-4.332962,nan,-1.0361428,nan,0,0,0,0,nan,nan,nan,nan,,
17,2026-08-04T18:31:50.402Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
18,2026-08-04T18:31:50.446Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
19,2026-08-04T18:31:50.492Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
20,2026-08-04T18:31:50.555Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
21,2026-08-04T18:31:50.623Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
22,2026-08-04T18:31:50.643Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
23,2026-08-04T18:31:50.702Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
24,2026-08-04T18:31:50.762Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
25,2026-08-04T18:31:50.809Z,0.0,nan,0.0,nan,0,0,0,0,nan,nan,nan,nan,,
26,2026-08-04T18:31:50.867Z,0.0,nan,0.0,nan,0,1,0,0,nan,nan,nan,nan,,
27,2026-08-04T18:31:50.909Z,0.0,nan,0.0,nan,0,1,0,0,nan,nan,nan,nan,,
28,2026-08-04T18:31:50.957Z,0.0,nan,0.0,nan,0,1,0,0,nan,nan,nan,nan,,
29,2026-08-04T18:31:51.007Z,0.0,nan,0.0,nan,0,1,0,0,nan,nan,nan,nan,,
30,2026-08-04T18:31:51.067Z,0.0,nan,0.0,nan,0,1,0,0,nan,nan,nan,nan,,
31,2026-08-04T18:31:51.113Z,0.0,-0.10131632,0.0,-0.17887568,0,1,0,0,0.10705584,0.2662593,0.28568992,0.21513797,,minecraft:stained_hardened_clay
32,2026-08-04T18:31:51.171Z,0.0,-0.10254939,0.0,-0.17058924,0,1,0,0,0.09756608,0.26030916,0.28416643,0.21370132,,minecraft:stained_hardened_clay
33,2026-08-04T18:31:51.222Z,0.0,-0.094853185,0.0,-0.1633336,0,1,0,0,0.092448056,0.2570965,0.28432223,0.21389234,,minecraft:stained_hardened_clay
34,2026-08-04T18:31:51.278Z,0.0,-0.038366664,0.0,-0.16154322,0,0,0,0,0.0484963,0.16930911,0.20129097,0.13029782,,minecraft:stained_hardened_clay
35,2026-08-04T18:31:51.329Z,0.0,-0.017218646,0.0,-0.09524117,0,0,0,0,0.024543315,0.06262931,0.084685266,0.05760246,,minecraft:stained_hardened_clay
36,2026-08-04T18:31:51.382Z,0.0,-0.056771085,0.0,0.16032937,0,0,0,0,0.01354,0.019753454,0.029783875,0.027014915,,minecraft:stained_hardened_clay
37,2026-08-04T18:31:51.428Z,0.0,-0.055908028,0.0,0.26044366,0,0,0,0,0.009914284,0.008982813,0.01544013,0.016398825,,minecraft:stained_hardened_clay
38,2026-08-04T18:31:51.484Z,0.0,-0.033856165,0.0,0.36917633,0,0,0,0,0.009849708,0.005734002,0.010843895,0.01354542,,minecraft:stained_hardened_clay
39,2026-08-04T18:31:51.530Z,-3.3910065,-0.011239164,1.6013116,0.37605068,0,0,0,0,0.011009992,0.004444565,0.009036431,0.01224263,,minecraft:stained_hardened_clay
40,2026-08-04T18:31:51.581Z,-4.332962,0.004494719,2.4490647,0.33768094,0,0,0,0,0.012456233,0.003864382,0.008204418,0.011484647,,minecraft:stained_hardened_clay
41,2026-08-04T18:31:51.629Z,-0.094192505,0.012144923,0.09419489,0.2698472,0,0,0,0,0.014317214,0.00375487,0.00800089,0.01139648,,minecraft:stained_hardened_clay
42,2026-08-04T18:31:51.682Z,0.0,0.009433433,0.0,0.19868425,0,0,0,0,0.016281135,0.0036614602,0.007844083,0.011244593,,minecraft:stained_hardened_clay
43,2026-08-04T18:31:51.735Z,0.0,-0.021423358,0.0,0.7196572,1,0,0,0,0.12252308,0.003600199,0.0066015385,0.01973795,,minecraft:stained_hardened_clay
44,2026-08-04T18:31:51.788Z,0.0,-0.03254988,0.0,0.6521246,1,0,0,0,0.5575242,0.0033591571,0.005799606,0.026839841,,minecraft:stained_hardened_clay
45,2026-08-04T18:31:51.837Z,0.0,-0.026952755,0.47097397,0.63803595,0,0,0,0,0.8318182,0.0018489523,0.00362823,0.02970419,,minecraft:stained_hardened_clay
46,2026-08-04T18:31:51.887Z,0.6593628,-0.029085115,2.0722857,0.7504715,0,0,0,0,0.84826744,0.0012468756,0.0027652225,0.025847469,,minecraft:stained_hardened_clay
47,2026-08-04T18:31:51.939Z,1.3187103,-0.062302615,1.5071163,0.8575458,0,0,0,0,0.8311666,0.0010082312,0.0023654317,0.021607561,,minecraft:stained_hardened_clay
48,2026-08-04T18:31:51.997Z,2.072281,-0.09463478,6.8762197,1.1115198,1,0,0,0,0.8720216,0.00088510546,0.0020208545,0.02207257,,minecraft:stained_hardened_clay
49,2026-08-04T18:31:52.048Z,0.0,-0.11627881,0.0,1.1896187,1,0,0,0,0.9129434,0.0007888502,0.0018032993,0.023714675,,minecraft:stained_hardened_clay
50,2026-08-04T18:31:52.093Z,0.0,-0.12549171,0.0,1.082264,1,0,0,0,0.941909,0.0006546866,0.0015765708,0.025154736,,minecraft:stained_hardened_clay
51,2026-08-04T18:31:52.149Z,0.0,-0.11496904,0.0,0.542012,1,0,0,0,0.9263932,0.0006193157,0.0018115607,0.022984495,,minecraft:stained_hardened_clay
52,2026-08-04T18:31:52.200Z,0.0,-0.145691,0.0,0.2295256,1,0,0,0,0.9135991,0.00066795584,0.0020620448,0.022483606,,minecraft:stained_hardened_clay
53,2026-08-04T18:31:52.253Z,0.0,-0.18016145,0.0,0.1596992,1,0,0,0,0.9087555,0.00074298884,0.0022605935,0.023174968,,minecraft:stained_hardened_clay
54,2026-08-04T18:31:52.300Z,0.0,-0.21252036,0.0,0.18930364,1,0,0,0,0.9087393,0.0008205625,0.0024144368,0.024281718,,minecraft:stained_hardened_clay
55,2026-08-04T18:31:52.353Z,0.0,-0.23899043,0.0,0.22780016,1,0,0,0,0.91135025,0.0008889616,0.0025329553,0.025490621,,minecraft:stained_hardened_clay
56,2026-08-04T18:31:52.403Z,0.0,-0.25982013,0.0,0.24476853,1,0,0,0,0.9154643,0.00094761717,0.0026322862,0.026727727,,minecraft:stained_hardened_clay
57,2026-08-04T18:31:52.453Z,0.0,-0.2798649,0.0,-0.08492789,1,0,0,0,0.8945429,0.0008550623,0.0025329166,0.02338292,,minecraft:stained_hardened_clay
58,2026-08-04T18:31:52.505Z,0.0,-0.29368442,0.0,-0.31837517,1,0,0,0,0.8685756,0.0008522576,0.0026469685,0.02133612,,minecraft:stained_hardened_clay
59,2026-08-04T18:31:52.557Z,-0.6593628,-0.30535078,-0.5651684,-0.4293674,1,0,0,0,0.8513138,0.0008779445,0.0027676956,0.020609835,,minecraft:stained_hardened_clay
60,2026-08-04T18:31:52.612Z,-0.094192505,-0.2600516,-0.8477535,0.058718883,1,0,0,0,0.90574247,0.00084121793,0.0026417985,0.024417564,,minecraft:stained_hardened_clay
61,2026-08-04T18:31:52.660Z,-0.65934753,-0.25584778,1.1303377,0.27027357,1,0,0,0,0.88075876,0.00081523356,0.0025331092,0.022927143,,minecraft:stained_hardened_clay
62,2026-08-04T18:31:52.711Z,-1.5071259,-0.267245,2.166481,0.27943054,1,0,0,0,0.8289639,0.0008189486,0.0025606176,0.020434752,,minecraft:stained_hardened_clay
63,2026-08-04T18:31:52.764Z,-0.565155,-0.282379,0.94194794,0.12640318,0,0,0,0,0.7354266,0.00082738814,0.0026920098,0.017504768,,minecraft:stained_hardened_clay
64,2026-08-04T18:31:52.820Z,0.0,-0.3001974,0.0,0.05614879,1,0,0,0,0.6541415,0.0008823549,0.0028909661,0.016091025,,minecraft:stained_hardened_clay
65,2026-08-04T18:31:52.862Z,-0.18838501,-0.31755504,0.5651684,0.07925544,1,0,0,0,0.60164505,0.00095917244,0.0030786928,0.01571254,,minecraft:stained_hardened_clay
66,2026-08-04T18:31:52.920Z,-3.485199,-0.33884966,3.4852085,0.21783414,1,0,0,0,0.5162329,0.0010878127,0.0032912116,0.015219029,,minecraft:stained_hardened_clay
67,2026-08-04T18:31:52.975Z,-17.331833,-0.35955566,9.7020645,0.54201627,1,0,0,0,0.4837655,0.001210808,0.0033004421,0.015711294,,minecraft:stained_hardened_clay
68,2026-08-04T18:31:53.017Z,-22.889343,-0.35140374,4.6155434,0.6273084,0,0,0,0,0.52108383,0.0010985694,0.0029760452,0.015777823,,minecraft:stained_hardened_clay
69,2026-08-04T18:31:53.073Z,-13.469856,-0.33145466,-1.2245331,0.4489784,0,0,0,0,0.48256096,0.00097482925,0.0028306406,0.014173233,,minecraft:stained_hardened_clay
70,2026-08-04T18:31:53.121Z,0.0,-0.31489646,0.0,0.27096707,0,0,0,0,0.41804308,0.0009204719,0.002845862,0.012740695,,minecraft:stained_hardened_clay
71,2026-08-04T18:31:53.171Z,0.0,-0.302906,0.0,0.18282986,0,0,0,0,0.36134556,0.0009167538,0.0029242518,0.011849261,,minecraft:stained_hardened_clay
72,2026-08-04T18:31:53.226Z,-2.4490662,-0.28887618,-1.5071144,0.13087371,0,0,0,0,0.30826697,0.0009407314,0.0030519092,0.011199846,,minecraft:stained_hardened_clay
73,2026-08-04T18:31:53.279Z,-29.012001,-0.281134,4.050377,0.2773357,0,0,0,0,0.32485542,0.0009850698,0.0030767107,0.011694365,,minecraft:stained_hardened_clay
74,2026-08-04T18:31:53.330Z,-60.661453,-0.25944617,-2.3548698,0.3335481,0,0,0,0,0.30496335,0.0010546473,0.0032298802,0.011866108,,minecraft:stained_hardened_clay
75,2026-08-04T18:31:53.380Z,-43.517998,-0.22248128,-8.66592,0.12597227,1,0,0,0,0.20357679,0.0012461067,0.0038670243,0.01113698,,minecraft:stained_hardened_clay
76,2026-08-04T18:31:53.430Z,0.0,-0.23896503,0.28258514,0.3932527,1,0,0,0,0.38367623,0.0011298868,0.003433821,0.0135076,,minecraft:stained_hardened_clay
77,2026-08-04T18:31:53.477Z,0.0,-0.23209077,0.0,0.39212397,0,0,0,0,0.3262766,0.0011582463,0.0035350227,0.01291516,,minecraft:stained_hardened_clay
78,2026-08-04T18:31:53.533Z,0.94194794,-0.22499341,0.0,0.33279034,1,0,0,0,0.2293044,0.0012057143,0.0037202046,0.011592444,,minecraft:stained_hardened_clay
79,2026-08-04T18:31:53.587Z,-8.383331,-0.222132,1.6013107,0.31376147,1,0,0,0,0.12907079,0.0013370883,0.0040671895,0.010128279,,minecraft:stained_hardened_clay
80,2026-08-04T18:31:53.640Z,-27.78746,-0.21500817,1.6955051,0.28212488,1,0,0,0,0.0577929,0.001553545,0.00462538,0.008662172,,minecraft:stained_hardened_clay
81,2026-08-04T18:31:53.688Z,-16.578285,-0.20468044,2.5432568,0.27613217,0,0,0,0,0.024033748,0.0018750617,0.005368138,0.007518675,,minecraft:stained_hardened_clay
82,2026-08-04T18:31:53.737Z,-0.18839264,-0.18446755,0.09419632,0.22461548,0,0,0,0,0.011832117,0.002159549,0.0060163033,0.0067914375,,minecraft:stained_hardened_clay
83,2026-08-04T18:31:53.788Z,0.0,-0.15885767,0.0,0.15532455,0,0,0,0,0.0072377953,0.0023704728,0.0064527504,0.0064418614,,minecraft:stained_hardened_clay
84,2026-08-04T18:31:53.844Z,-2.7316513,-0.12860999,-0.18838882,0.09328515,0,0,0,0,0.0052419286,0.0024950411,0.0068456833,0.0062003783,,minecraft:stained_hardened_clay
85,2026-08-04T18:31:53.886Z,-2.2606735,-0.10406725,-0.5651741,0.02635669,0,0,0,0,0.0041246144,0.0026115729,0.007229286,0.00603842,,minecraft:stained_hardened_clay
86,2026-08-04T18:31:53.942Z,-0.18839264,-0.09198321,0.0,-0.009870708,0,0,0,0,0.0035247796,0.0027106314,0.007564025,0.0059151584,,minecraft:stained_hardened_clay
87,2026-08-04T18:31:53.995Z,0.0,-0.08275895,0.0,-0.039301798,0,0,0,0,0.0031656723,0.0027904357,0.0078292005,0.0058231135,,minecraft:stained_hardened_clay
88,2026-08-04T18:31:54.039Z,0.0,-0.07329928,-0.09419632,-0.069056325,0,0,0,0,0.0029269294,0.0028355373,0.008022184,0.0057152915,,minecraft:stained_hardened_clay
89,2026-08-04T18:31:54.095Z,0.94194794,-0.062924355,-1.41292,-0.1081594,0,0,0,0,0.0027326439,0.002862398,0.008215752,0.0055722604,,minecraft:stained_hardened_clay
90,2026-08-04T18:31:54.146Z,-0.18839264,-0.053553697,-1.2245312,-0.14026721,0,0,0,0,0.0026130849,0.0028700707,0.00834004,0.0054508667,,minecraft:stained_hardened_clay
91,2026-08-04T18:31:54.192Z,-0.84775543,-0.042669784,-6.499441,-0.10274088,0,0,0,0,0.0026919944,0.0028029694,0.007930754,0.00539911,,minecraft:stained_hardened_clay
92,2026-08-04T18:31:54.248Z,-0.094192505,-0.01376709,-8.100753,-0.32146242,0,0,0,0,0.0026193536,0.0026550284,0.008352219,0.00491528,,minecraft:stained_hardened_clay
93,2026-08-04T18:31:54.297Z,0.094192505,0.019472621,-0.37677956,-0.7596346,0,0,0,0,0.0064820326,0.0024520047,0.008716545,0.0058822366,,minecraft:stained_hardened_clay
94,2026-08-04T18:31:54.351Z,0.47097015,0.021658726,-2.3548698,-1.0147016,0,0,0,0,0.02432854,0.0025607818,0.008933783,0.008801116,,minecraft:stained_hardened_clay
95,2026-08-04T18:31:54.398Z,0.94194794,0.02643641,-3.7677917,-1.1523702,0,0,0,0,0.058852304,0.0022853296,0.0081261955,0.011022143,,minecraft:stained_hardened_clay
96,2026-08-04T18:31:54.450Z,0.18838501,-0.027777255,-1.2245326,-0.7455226,1,0,0,0,0.16115671,0.00213451,0.0069111455,0.0141637875,,minecraft:stained_hardened_clay
97,2026-08-04T18:31:54.506Z,0.0,-0.047586203,0.0,-0.2759356,1,0,0,0,0.31227562,0.0017261312,0.005264719,0.015849035,,minecraft:stained_hardened_clay
98,2026-08-04T18:31:54.557Z,-0.84775543,-0.042871587,3.2968183,0.6948255,0,0,0,0,0.5620379,0.0013950174,0.0035178629,0.018202502,,minecraft:stained_hardened_clay
99,2026-08-04T18:31:54.605Z,-4.4271545,-0.081568226,7.629778,1.6330433,0,0,0,0,0.59772444,0.0010458621,0.0023574142,0.01652393,,minecraft:stained_hardened_clay
100,2026-08-04T18:31:54.654Z,-1.7897034,-0.090379484,5.463297,1.6424285,0,0,0,0,0.38555968,0.00083624094,0.0020311794,0.0120114805,,minecraft:stained_hardened_clay
101,2026-08-04T18:31:54.704Z,-0.28258514,-0.08743012,0.5651684,1.2276821,0,0,0,0,0.12560935,0.0007992008,0.002172274,0.007814566,,minecraft:stained_hardened_clay
102,2026-08-04T18:31:54.758Z,0.0,-0.08238197,0.0,0.86364794,0,0,0,0,0.03216279,0.0008884882,0.0025665944,0.005547817,,minecraft:stained_hardened_clay
103,2026-08-04T18:31:54.808Z,0.0,-0.059588913,0.0,0.39738983,0,0,0,0,0.006767773,0.0011308005,0.0034293563,0.004262537,,minecraft:stained_hardened_clay
104,2026-08-04T18:31:54.856Z,0.0,-0.040295005,0.0,0.07999805,0,0,0,0,0.0025334803,0.0013911222,0.004312548,0.0038830948,,minecraft:stained_hardened_clay
105,2026-08-04T18:31:54.911Z,0.0,-0.03329281,0.0,0.006344676,0,0,0,0,0.0019253488,0.0016790942,0.0052254815,0.0040344084,,minecraft:stained_hardened_clay
106,2026-08-04T18:31:54.974Z,0.0,-0.052028924,0.0,0.1051641,0,0,0,0,0.002042825,0.0018417229,0.0054169865,0.0044204723,,minecraft:stained_hardened_clay
107,2026-08-04T18:31:55.009Z,0.0,-0.060681306,0.0,0.15699649,0,0,0,0,0.0021153945,0.0018919702,0.005395084,0.004589664,,minecraft:stained_hardened_clay
108,2026-08-04T18:31:55.067Z,0.0,-0.010591682,0.0,0.052417807,0,0,0,0,0.0026263325,0.0019321357,0.005499368,0.0047159423,,minecraft:stained_hardened_clay
109,2026-08-04T18:31:55.110Z,0.0,0.019347295,0.0,0.019843854,0,0,0,0,0.003950762,0.0020122381,0.005540115,0.0051332903,,minecraft:stained_hardened_clay
110,2026-08-04T18:31:55.162Z,0.0,0.031317674,0.0,0.05595138,0,0,0,0,0.0063168965,0.0018923673,0.005179528,0.0053565037,,minecraft:stained_hardened_clay
111,2026-08-04T18:31:55.212Z,0.0,0.035258994,0.0,0.07694223,0,0,0,0,0.009531182,0.0016750498,0.0046987534,0.00536711,,minecraft:stained_hardened_clay
112,2026-08-04T18:31:55.264Z,0.0,0.101090066,0.0,0.092879824,0,0,0,0,0.0078627635,0.0014788419,0.004193294,0.005783278,,minecraft:stained_hardened_clay
113,2026-08-04T18:31:55.315Z,0.0,0.119880475,0.0,0.008397371,0,0,0,0,0.0055505224,0.0014078096,0.00400539,0.0056033316,,minecraft:stained_hardened_clay
114,2026-08-04T18:31:55.363Z,0.0,0.11259588,0.0,-0.08010996,0,0,0,0,0.0033631457,0.0014637525,0.004233728,0.005280948,,minecraft:stained_hardened_clay
115,2026-08-04T18:31:55.419Z,0.0,0.108277835,0.0,-0.084641665,0,0,0,0,0.002549378,0.0015561684,0.004523398,0.0052604303,,minecraft:stained_hardened_clay
116,2026-08-04T18:31:55.468Z,0.0,0.104127206,0.0,-0.047216434,0,0,0,0,0.0022259757,0.0016556547,0.0047644726,0.005436105,,minecraft:stained_hardened_clay
117,2026-08-04T18:31:55.519Z,0.0,0.09691162,0.0,-0.01565352,0,0,0,0,0.0020856122,0.0017350387,0.004925529,0.0056496793,,minecraft:stained_hardened_clay
118,2026-08-04T18:31:55.565Z,0.0,0.09117263,0.0,0.009326465,0,0,0,0,0.0020115746,0.0018011155,0.005045756,0.0058392663,,minecraft:stained_hardened_clay
119,2026-08-04T18:31:55.614Z,0.0,0.086663105,0.0,0.028685652,0,0,0,0,0.0019663665,0.0018557144,0.00514004,0.005997498,,minecraft:stained_hardened_clay
120,2026-08-04T18:31:55.670Z,0.0,0.08293859,0.0,0.044944517,0,0,0,0,0.0019373972,0.0019006594,0.005213427,0.006130693,,minecraft:stained_hardened_clay
121,2026-08-04T18:31:55.721Z,0.0,0.078870006,0.0,0.058653645,0,0,0,0,0.0019160742,0.0019399899,0.0052771945,0.006244396,,minecraft:stained_hardened_clay
122,2026-08-04T18:31:56.660Z,-170.995,0.09483848,-24.679031,-0.32300884,0,0,0,0,0.0026690506,0.002452006,0.007073568,0.0055662314,,minecraft:stained_hardened_clay
123,2026-08-04T18:31:56.661Z,0.0,0.095367424,0.0,-0.029321104,0,0,0,0,0.001924439,0.00179522,0.004989854,0.0043230583,,minecraft:stained_hardened_clay
124,2026-08-04T18:31:56.662Z,0.0,0.08345068,0.0,0.04046791,0,0,0,0,0.0014135351,0.0015143617,0.004387139,0.0037234663,,minecraft:stained_hardened_clay
125,2026-08-04T18:31:56.663Z,0.0,0.0734409,0.0,0.04103484,0,0,0,0,0.0011940758,0.0014817689,0.004387414,0.003550381,,minecraft:stained_hardened_clay
126,2026-08-04T18:31:56.664Z,0.0,0.06623653,0.0,0.019552164,0,0,0,0,0.0010961739,0.0015310205,0.0045670457,0.003530004,,minecraft:stained_hardened_clay
127,2026-08-04T18:31:56.664Z,0.0,0.026167944,0.0,0.05765935,0,0,0,0,0.001292759,0.0018248109,0.005057893,0.004158255,,minecraft:stained_hardened_clay
128,2026-08-04T18:31:56.665Z,0.0,0.012181416,0.0,0.10774001,0,0,0,0,0.0016670472,0.0019572414,0.005175127,0.0046583014,,minecraft:stained_hardened_clay
129,2026-08-04T18:31:56.666Z,0.0,0.0055220425,0.0,0.037568502,0,0,0,0,0.0017691583,0.0020891402,0.00568605,0.004741483,,minecraft:stained_hardened_clay
130,2026-08-04T18:31:56.667Z,0.0,-0.0060224906,0.0,0.030163981,0,0,0,0,0.0019978923,0.0021903617,0.005910119,0.0049285498,,minecraft:stained_hardened_clay
131,2026-08-04T18:31:56.669Z,0.0,-0.013346516,0.0,0.034402035,0,0,0,0,0.0022176607,0.0022105554,0.0059179068,0.0050195637,,minecraft:stained_hardened_clay
132,2026-08-04T18:31:56.685Z,0.18839264,-0.018315352,-0.8477532,0.03923393,0,0,0,0,0.0024069704,0.0021917764,0.0058389064,0.0050405096,,minecraft:stained_hardened_clay
133,2026-08-04T18:31:56.724Z,0.0,-0.007656507,0.0,0.029736377,0,0,0,0,0.002050483,0.00184806,0.0051735565,0.004475128,,minecraft:stained_hardened_clay
134,2026-08-04T18:31:56.776Z,0.0,0.0028061867,0.0,0.0059072524,0,0,0,0,0.0019325467,0.0017361845,0.0049563604,0.004199814,,minecraft:stained_hardened_clay
135,2026-08-04T18:31:56.828Z,0.0,0.00970272,0.0,0.0032784268,0,0,0,0,0.0019436299,0.0016891346,0.0048320806,0.0041267225,,minecraft:stained_hardened_clay
136,2026-08-04T18:31:56.878Z,0.0,0.04518973,0.0,0.06307944,0,0,0,0,0.0027003633,0.0014915271,0.0042130346,0.003922999,,minecraft:stained_hardened_clay
137,2026-08-04T18:31:56.928Z,0.0,0.04932724,0.0,0.12336647,0,0,0,0,0.002143849,0.001275291,0.0037012468,0.0034834738,,minecraft:stained_hardened_clay
138,2026-08-04T18:31:56.980Z,0.0,0.04943528,0.0,0.06814871,0,0,0,0,0.0016940007,0.0012115638,0.0036852101,0.0031812084,,minecraft:stained_hardened_clay
139,2026-08-04T18:31:57.032Z,0.0,0.01950796,0.0,0.11572061,0,0,0,0,0.002009113,0.0014501784,0.0040655476,0.0038406628,,minecraft:stained_hardened_clay
140,2026-08-04T18:31:57.079Z,0.0,0.016768359,0.0,0.062421538,0,0,0,0,0.0027329687,0.0016829032,0.004635252,0.004385115,,minecraft:stained_hardened_clay
141,2026-08-04T18:31:57.129Z,0.0,0.0004998818,0.0,0.063995816,0,0,0,0,0.0032079557,0.0018072383,0.004865667,0.0047233766,,minecraft:stained_hardened_clay
142,2026-08-04T18:31:57.184Z,0.0,-0.014512118,0.0,0.07324306,0,0,0,0,0.003592204,0.0018435426,0.004908495,0.004876836,,minecraft:stained_hardened_clay
143,2026-08-04T18:31:57.230Z,0.0,-0.025239684,0.0,0.09106103,0,0,0,0,0.0040023667,0.0018418928,0.004870268,0.004971469,,minecraft:stained_hardened_clay
144,2026-08-04T18:31:57.285Z,0.0,-0.017200053,0.0,-0.024793789,0,0,0,0,0.00395964,0.0016503219,0.004596082,0.004425696,,minecraft:stained_hardened_clay
145,2026-08-04T18:31:57.335Z,0.0,-0.0116616115,0.0,-0.1440672,0,0,0,0,0.0040793503,0.0016312778,0.0046493514,0.004172798,,minecraft:stained_hardened_clay
146,2026-08-04T18:31:57.389Z,0.0,-0.011719044,0.0,-0.18725535,0,0,0,0,0.0043876283,0.0016338862,0.004667667,0.0041630426,,minecraft:stained_hardened_clay
147,2026-08-04T18:31:57.437Z,0.0,-0.014713965,0.0,-0.19915818,0,0,0,0,0.0047676596,0.0016245656,0.00462845,0.0041865534,,minecraft:stained_hardened_clay
148,2026-08-04T18:31:57.485Z,0.0,-0.017182186,0.0,-0.19468524,0,0,0,0,0.005242988,0.001593979,0.0045445063,0.0042086374,,minecraft:stained_hardened_clay
149,2026-08-04T18:31:57.537Z,0.0,-0.019903384,0.0,-0.18470478,0,0,0,0,0.0057653524,0.0015571631,0.004446399,0.0042305025,,minecraft:stained_hardened_clay
150,2026-08-04T18:31:57.586Z,0.0,-0.022862263,0.0,-0.17424239,0,0,0,0,0.0063625094,0.0015184865,0.0043465295,0.004253145,,minecraft:stained_hardened_clay
151,2026-08-04T18:31:57.641Z,0.0,-0.010563284,0.0,-0.15703508,0,0,0,0,0.004539735,0.001449321,0.004233362,0.004147421,,minecraft:stained_hardened_clay
152,2026-08-04T18:31:57.691Z,0.0,-0.0061466843,0.0,0.07739476,1,0,0,0,0.013050563,0.0014283375,0.0038836594,0.005290392,,minecraft:stained_hardened_clay
153,2026-08-04T18:31:57.738Z,0.0,0.00043160468,0.0,0.07956486,1,0,0,0,0.03426002,0.0012614778,0.0034751445,0.0062951623,,minecraft:stained_hardened_clay
154,2026-08-04T18:31:57.786Z,0.0,0.020979032,0.0,0.50112766,1,0,0,0,0.24562892,0.0009678399,0.0024180734,0.009299947,,minecraft:stained_hardened_clay
155,2026-08-04T18:31:57.838Z,0.0,0.035010807,0.0,0.50449896,1,0,0,0,0.28514498,0.0007156115,0.0019740644,0.008668942,,minecraft:stained_hardened_clay
156,2026-08-04T18:31:57.891Z,0.0,0.033843733,0.0,0.3054363,0,0,0,0,0.15469134,0.0006486468,0.0019707633,0.006811166,,minecraft:stained_hardened_clay
157,2026-08-04T18:31:57.944Z,0.0,0.025500365,0.0,0.16168237,0,0,0,0,0.057602596,0.0007091056,0.0022225059,0.0053938245,,minecraft:stained_hardened_clay
158,2026-08-04T18:31:57.990Z,0.0,0.039474487,0.0,-0.27272874,0,0,0,0,0.008622201,0.0008867655,0.0030122518,0.0037661311,,minecraft:stained_hardened_clay
159,2026-08-04T18:31:58.041Z,0.0,0.023003995,0.0,-0.25737476,0,0,0,0,0.003858606,0.001165441,0.0037623942,0.0036180841,,minecraft:stained_hardened_clay
160,2026-08-04T18:31:58.093Z,0.0,0.032660715,0.0,-0.40553948,0,0,0,0,0.003752703,0.0013943984,0.0045948075,0.003932666,,minecraft:stained_hardened_clay
161,2026-08-04T18:31:58.142Z,0.0,0.014364421,0.0,-0.3887868,0,0,0,0,0.007388952,0.0020679925,0.0057807285,0.005713338,,minecraft:stained_hardened_clay
162,2026-08-04T18:31:58.191Z,0.0,-0.0036598444,0.0,-0.39881262,0,0,0,0,0.0108416,0.0024289698,0.0063448953,0.0068025333,,minecraft:stained_hardened_clay
